lecture,slide_id,slide_json,has_text,models_count,concepts_total,concepts_not_in_text,triples_total,triples_with_image_modality,triple_entities_not_in_text,img_modality_rate,not_in_text_rate,image_heavy_score
Lecture 18,Slide33,Lecture 18\Slide33.json,1,5,14,0,2,0,1,0.0,0.0625,0.0187
Lecture 2,Slide34,Lecture 2\Slide34.json,1,5,14,1,2,0,0,0.0,0.0625,0.0187
Lecture 2,Slide40,Lecture 2\Slide40.json,1,5,14,1,2,0,0,0.0,0.0625,0.0187
Lecture 4,Slide23,Lecture 4\Slide23.json,1,5,14,0,2,0,1,0.0,0.0625,0.0187
Lecture 16,Slide55,Lecture 16\Slide55.json,1,5,15,1,1,0,0,0.0,0.0625,0.0187
Lecture 8,Slide35,Lecture 8\Slide35.json,1,5,16,1,0,0,0,0.0,0.0625,0.0187
Lecture 12,Slide20,Lecture 12\Slide20.json,1,5,12,1,5,0,0,0.0,0.0588,0.0176
Lecture 12,Slide21,Lecture 12\Slide21.json,1,5,14,0,3,0,1,0.0,0.0588,0.0176
Lecture 2,Slide39,Lecture 2\Slide39.json,1,5,15,1,2,0,0,0.0,0.0588,0.0176
Lecture 7,Slide42,Lecture 7\Slide42.json,1,5,15,1,2,0,0,0.0,0.0588,0.0176
Lecture 2,Slide38,Lecture 2\Slide38.json,1,5,16,0,1,0,1,0.0,0.0588,0.0176
Lecture 3,Slide23,Lecture 3\Slide23.json,1,5,17,1,0,0,0,0.0,0.0588,0.0176
Lecture 11,Slide10,Lecture 11\Slide10.json,1,5,13,1,5,0,0,0.0,0.0556,0.0167
Lecture 2,Slide41,Lecture 2\Slide41.json,1,5,15,1,3,0,0,0.0,0.0556,0.0167
Lecture 11,Slide17,Lecture 11\Slide17.json,1,5,16,0,2,0,1,0.0,0.0556,0.0167
Lecture 11,Slide45,Lecture 11\Slide45.json,1,5,16,0,2,0,1,0.0,0.0556,0.0167
Lecture 6,Slide22,Lecture 6\Slide22.json,1,5,17,0,1,0,1,0.0,0.0556,0.0167
Lecture 15,Slide8,Lecture 15\Slide8.json,1,5,18,1,0,0,0,0.0,0.0556,0.0167
Lecture 11,Slide57,Lecture 11\Slide57.json,1,5,17,0,2,0,1,0.0,0.0526,0.0158
Lecture 2,Slide27,Lecture 2\Slide27.json,1,5,17,1,2,0,0,0.0,0.0526,0.0158
Lecture 18,Slide34,Lecture 18\Slide34.json,1,5,18,1,1,0,0,0.0,0.0526,0.0158
Lecture 2,Slide16,Lecture 2\Slide16.json,1,5,18,0,1,0,1,0.0,0.0526,0.0158
Lecture 11,Slide43,Lecture 11\Slide43.json,1,5,19,1,0,0,0,0.0,0.0526,0.0158
Lecture 12,Slide48,Lecture 12\Slide48.json,1,5,18,0,2,0,1,0.0,0.05,0.015
Lecture 14,Slide48,Lecture 14\Slide48.json,1,5,19,0,1,0,1,0.0,0.05,0.015
Lecture 2,Slide49,Lecture 2\Slide49.json,1,5,19,1,1,0,0,0.0,0.05,0.015
Lecture 8,Slide20,Lecture 8\Slide20.json,1,5,19,0,1,0,1,0.0,0.05,0.015
Lecture 2,Slide44,Lecture 2\Slide44.json,1,5,16,0,5,0,1,0.0,0.0476,0.0143
Lecture 4,Slide5,Lecture 4\Slide5.json,1,5,19,1,2,0,0,0.0,0.0476,0.0143
Lecture 7,Slide1,Lecture 7\Slide1.json,1,5,20,0,1,0,1,0.0,0.0476,0.0143
Lecture 7,Slide7,Lecture 7\Slide7.json,1,5,20,1,1,0,0,0.0,0.0476,0.0143
Lecture 3,Slide25,Lecture 3\Slide25.json,1,5,21,1,0,0,0,0.0,0.0476,0.0143
Lecture 11,Slide20,Lecture 11\Slide20.json,1,5,21,0,1,0,1,0.0,0.0455,0.0136
Lecture 10,Slide46,Lecture 10\Slide46.json,1,5,23,1,1,0,0,0.0,0.0417,0.0125
Lecture 15,Slide2,Lecture 15\Slide2.json,1,5,21,1,4,0,0,0.0,0.04,0.012
Lecture 2,Slide10,Lecture 2\Slide10.json,1,5,22,0,3,0,1,0.0,0.04,0.012
Lecture 18,Slide15,Lecture 18\Slide15.json,1,5,23,1,2,0,0,0.0,0.04,0.012
Lecture 7,Slide35,Lecture 7\Slide35.json,1,5,24,1,1,0,0,0.0,0.04,0.012
Lecture 17,Slide19,Lecture 17\Slide19.json,1,5,29,0,3,0,1,0.0,0.0312,0.0094
Lecture 2,Slide32,Lecture 2\Slide32.json,1,5,8,0,6,0,0,0.0,0.0,0.0
Lecture 15,Slide3,Lecture 15\Slide3.json,1,5,21,0,5,0,0,0.0,0.0,0.0
Lecture 16,Slide27,Lecture 16\Slide27.json,1,5,12,0,5,0,0,0.0,0.0,0.0
Lecture 17,Slide12,Lecture 17\Slide12.json,1,5,4,0,5,0,0,0.0,0.0,0.0
Lecture 17,Slide40,Lecture 17\Slide40.json,1,5,16,0,5,0,0,0.0,0.0,0.0
Lecture 3,Slide37,Lecture 3\Slide37.json,1,5,17,0,5,0,0,0.0,0.0,0.0
Lecture 10,Slide27,Lecture 10\Slide27.json,1,5,3,0,4,0,0,0.0,0.0,0.0
Lecture 14,Slide24,Lecture 14\Slide24.json,1,5,9,0,4,0,0,0.0,0.0,0.0
Lecture 15,Slide21,Lecture 15\Slide21.json,1,5,25,0,4,0,0,0.0,0.0,0.0
Lecture 17,Slide2,Lecture 17\Slide2.json,1,5,23,0,4,0,0,0.0,0.0,0.0
Lecture 19,Slide16,Lecture 19\Slide16.json,1,5,19,0,4,0,0,0.0,0.0,0.0
Lecture 2,Slide1,Lecture 2\Slide1.json,1,5,7,0,4,0,0,0.0,0.0,0.0
Lecture 2,Slide29,Lecture 2\Slide29.json,1,5,10,0,4,0,0,0.0,0.0,0.0
Lecture 2,Slide36,Lecture 2\Slide36.json,1,5,8,0,4,0,0,0.0,0.0,0.0
Lecture 23,Slide49,Lecture 23\Slide49.json,1,5,10,0,4,0,0,0.0,0.0,0.0
Lecture 3,Slide10,Lecture 3\Slide10.json,1,5,4,0,4,0,0,0.0,0.0,0.0
Lecture 3,Slide12,Lecture 3\Slide12.json,1,5,15,0,4,0,0,0.0,0.0,0.0
Lecture 4,Slide7,Lecture 4\Slide7.json,1,5,19,0,4,0,0,0.0,0.0,0.0
Lecture 1,Slide22,Lecture 1\Slide22.json,1,5,9,0,3,0,0,0.0,0.0,0.0
Lecture 1,Slide26,Lecture 1\Slide26.json,1,5,5,0,3,0,0,0.0,0.0,0.0
Lecture 11,Slide23,Lecture 11\Slide23.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 11,Slide61,Lecture 11\Slide61.json,1,5,11,0,3,0,0,0.0,0.0,0.0
Lecture 11,Slide9,Lecture 11\Slide9.json,1,5,12,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide21,Lecture 14\Slide21.json,1,5,20,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide4,Lecture 14\Slide4.json,1,5,16,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide49,Lecture 14\Slide49.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide51,Lecture 14\Slide51.json,1,5,11,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide53,Lecture 14\Slide53.json,1,5,16,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide55,Lecture 14\Slide55.json,1,5,18,0,3,0,0,0.0,0.0,0.0
Lecture 14,Slide7,Lecture 14\Slide7.json,1,5,18,0,3,0,0,0.0,0.0,0.0
Lecture 16,Slide20,Lecture 16\Slide20.json,1,5,11,0,3,0,0,0.0,0.0,0.0
Lecture 16,Slide31,Lecture 16\Slide31.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 16,Slide42,Lecture 16\Slide42.json,1,5,12,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide17,Lecture 18\Slide17.json,1,5,12,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide21,Lecture 18\Slide21.json,1,5,15,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide29,Lecture 18\Slide29.json,1,5,12,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide36,Lecture 18\Slide36.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide40,Lecture 18\Slide40.json,1,5,11,0,3,0,0,0.0,0.0,0.0
Lecture 18,Slide45,Lecture 18\Slide45.json,1,5,14,0,3,0,0,0.0,0.0,0.0
Lecture 2,Slide15,Lecture 2\Slide15.json,1,5,22,0,3,0,0,0.0,0.0,0.0
Lecture 22,Slide27,Lecture 22\Slide27.json,1,5,23,0,3,0,0,0.0,0.0,0.0
Lecture 22,Slide29,Lecture 22\Slide29.json,1,5,9,0,3,0,0,0.0,0.0,0.0
Lecture 23,Slide50,Lecture 23\Slide50.json,1,5,17,0,3,0,0,0.0,0.0,0.0
Lecture 23,Slide8,Lecture 23\Slide8.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 3,Slide27,Lecture 3\Slide27.json,1,5,15,0,3,0,0,0.0,0.0,0.0
Lecture 3,Slide3,Lecture 3\Slide3.json,1,5,16,0,3,0,0,0.0,0.0,0.0
Lecture 3,Slide6,Lecture 3\Slide6.json,1,5,14,0,3,0,0,0.0,0.0,0.0
Lecture 4,Slide21,Lecture 4\Slide21.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 4,Slide41,Lecture 4\Slide41.json,1,5,23,0,3,0,0,0.0,0.0,0.0
Lecture 6,Slide25,Lecture 6\Slide25.json,1,5,3,0,3,0,0,0.0,0.0,0.0
Lecture 7,Slide33,Lecture 7\Slide33.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 7,Slide43,Lecture 7\Slide43.json,1,5,20,0,3,0,0,0.0,0.0,0.0
Lecture 8,Slide19,Lecture 8\Slide19.json,1,5,10,0,3,0,0,0.0,0.0,0.0
Lecture 8,Slide27,Lecture 8\Slide27.json,1,5,4,0,3,0,0,0.0,0.0,0.0
Lecture 9,Slide15,Lecture 9\Slide15.json,1,5,17,0,3,0,0,0.0,0.0,0.0
Lecture 9,Slide23,Lecture 9\Slide23.json,1,5,19,0,3,0,0,0.0,0.0,0.0
Lecture 1,Slide16,Lecture 1\Slide16.json,1,5,7,0,2,0,0,0.0,0.0,0.0
Lecture 1,Slide23,Lecture 1\Slide23.json,1,5,13,0,2,0,0,0.0,0.0,0.0
Lecture 10,Slide1,Lecture 10\Slide1.json,1,5,11,0,2,0,0,0.0,0.0,0.0
Lecture 10,Slide3,Lecture 10\Slide3.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 10,Slide37,Lecture 10\Slide37.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 11,Slide19,Lecture 11\Slide19.json,1,5,14,0,2,0,0,0.0,0.0,0.0
Lecture 11,Slide30,Lecture 11\Slide30.json,1,5,6,0,2,0,0,0.0,0.0,0.0
Lecture 11,Slide39,Lecture 11\Slide39.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 11,Slide52,Lecture 11\Slide52.json,1,5,11,0,2,0,0,0.0,0.0,0.0
Lecture 11,Slide6,Lecture 11\Slide6.json,1,5,15,0,2,0,0,0.0,0.0,0.0
Lecture 12,Slide4,Lecture 12\Slide4.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 13,Slide35,Lecture 13\Slide35.json,1,5,7,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide17,Lecture 14\Slide17.json,1,5,27,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide18,Lecture 14\Slide18.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide2,Lecture 14\Slide2.json,1,5,15,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide22,Lecture 14\Slide22.json,1,5,15,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide33,Lecture 14\Slide33.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide5,Lecture 14\Slide5.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 14,Slide59,Lecture 14\Slide59.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 15,Slide17,Lecture 15\Slide17.json,1,5,24,0,2,0,0,0.0,0.0,0.0
Lecture 15,Slide30,Lecture 15\Slide30.json,1,5,23,0,2,0,0,0.0,0.0,0.0
Lecture 16,Slide12,Lecture 16\Slide12.json,1,5,13,0,2,0,0,0.0,0.0,0.0
Lecture 16,Slide24,Lecture 16\Slide24.json,1,5,11,0,2,0,0,0.0,0.0,0.0
Lecture 16,Slide34,Lecture 16\Slide34.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 17,Slide17,Lecture 17\Slide17.json,1,5,22,0,2,0,0,0.0,0.0,0.0
Lecture 18,Slide18,Lecture 18\Slide18.json,1,5,22,0,2,0,0,0.0,0.0,0.0
Lecture 18,Slide31,Lecture 18\Slide31.json,1,5,19,0,2,0,0,0.0,0.0,0.0
Lecture 18,Slide7,Lecture 18\Slide7.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 18,Slide8,Lecture 18\Slide8.json,1,5,20,0,2,0,0,0.0,0.0,0.0
Lecture 19,Slide19,Lecture 19\Slide19.json,1,5,3,0,2,0,0,0.0,0.0,0.0
Lecture 19,Slide26,Lecture 19\Slide26.json,1,5,3,0,2,0,0,0.0,0.0,0.0
Lecture 2,Slide19,Lecture 2\Slide19.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 2,Slide3,Lecture 2\Slide3.json,1,5,19,0,2,0,0,0.0,0.0,0.0
Lecture 2,Slide43,Lecture 2\Slide43.json,1,5,18,0,2,0,0,0.0,0.0,0.0
Lecture 2,Slide7,Lecture 2\Slide7.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 20,Slide35,Lecture 20\Slide35.json,1,5,11,0,2,0,0,0.0,0.0,0.0
Lecture 20,Slide55,Lecture 20\Slide55.json,1,5,28,0,2,0,0,0.0,0.0,0.0
Lecture 21,Slide1,Lecture 21\Slide1.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 21,Slide31,Lecture 21\Slide31.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide14,Lecture 3\Slide14.json,1,5,11,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide19,Lecture 3\Slide19.json,1,5,17,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide22,Lecture 3\Slide22.json,1,5,20,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide28,Lecture 3\Slide28.json,1,5,20,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide29,Lecture 3\Slide29.json,1,5,22,0,2,0,0,0.0,0.0,0.0
Lecture 3,Slide35,Lecture 3\Slide35.json,1,5,18,0,2,0,0,0.0,0.0,0.0
Lecture 4,Slide19,Lecture 4\Slide19.json,1,5,17,0,2,0,0,0.0,0.0,0.0
Lecture 4,Slide4,Lecture 4\Slide4.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 4,Slide40,Lecture 4\Slide40.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 4,Slide48,Lecture 4\Slide48.json,1,5,26,0,2,0,0,0.0,0.0,0.0
Lecture 5,Slide18,Lecture 5\Slide18.json,1,5,3,0,2,0,0,0.0,0.0,0.0
Lecture 5,Slide2,Lecture 5\Slide2.json,1,5,8,0,2,0,0,0.0,0.0,0.0
Lecture 6,Slide24,Lecture 6\Slide24.json,1,5,10,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide16,Lecture 7\Slide16.json,1,5,17,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide24,Lecture 7\Slide24.json,1,5,18,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide26,Lecture 7\Slide26.json,1,5,13,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide27,Lecture 7\Slide27.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide37,Lecture 7\Slide37.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 7,Slide47,Lecture 7\Slide47.json,1,5,4,0,2,0,0,0.0,0.0,0.0
Lecture 8,Slide31,Lecture 8\Slide31.json,1,5,19,0,2,0,0,0.0,0.0,0.0
Lecture 8,Slide43,Lecture 8\Slide43.json,1,5,9,0,2,0,0,0.0,0.0,0.0
Lecture 9,Slide1,Lecture 9\Slide1.json,1,5,24,0,2,0,0,0.0,0.0,0.0
Lecture 9,Slide29,Lecture 9\Slide29.json,1,5,24,0,2,0,0,0.0,0.0,0.0
Lecture 1,Slide14,Lecture 1\Slide14.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide17,Lecture 1\Slide17.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide21,Lecture 1\Slide21.json,1,5,20,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide24,Lecture 1\Slide24.json,1,5,15,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide27,Lecture 1\Slide27.json,1,5,6,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide32,Lecture 1\Slide32.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide35,Lecture 1\Slide35.json,1,5,21,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide45,Lecture 1\Slide45.json,1,5,19,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide46,Lecture 1\Slide46.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide49,Lecture 1\Slide49.json,1,5,9,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide9,Lecture 1\Slide9.json,1,5,29,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide15,Lecture 10\Slide15.json,1,5,11,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide17,Lecture 10\Slide17.json,1,5,9,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide30,Lecture 10\Slide30.json,1,5,7,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide35,Lecture 10\Slide35.json,1,5,5,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide4,Lecture 10\Slide4.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 10,Slide44,Lecture 10\Slide44.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 11,Slide13,Lecture 11\Slide13.json,1,5,17,0,1,0,0,0.0,0.0,0.0
Lecture 11,Slide3,Lecture 11\Slide3.json,1,5,19,0,1,0,0,0.0,0.0,0.0
Lecture 11,Slide34,Lecture 11\Slide34.json,1,5,7,0,1,0,0,0.0,0.0,0.0
Lecture 11,Slide38,Lecture 11\Slide38.json,1,5,23,0,1,0,0,0.0,0.0,0.0
Lecture 11,Slide50,Lecture 11\Slide50.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide1,Lecture 12\Slide1.json,1,5,17,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide10,Lecture 12\Slide10.json,1,5,22,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide44,Lecture 12\Slide44.json,1,5,18,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide49,Lecture 12\Slide49.json,1,5,11,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide5,Lecture 12\Slide5.json,1,5,14,0,1,0,0,0.0,0.0,0.0
Lecture 12,Slide50,Lecture 12\Slide50.json,1,5,6,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide1,Lecture 13\Slide1.json,1,5,21,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide14,Lecture 13\Slide14.json,1,5,9,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide17,Lecture 13\Slide17.json,1,5,9,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide2,Lecture 13\Slide2.json,1,5,19,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide3,Lecture 13\Slide3.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide32,Lecture 13\Slide32.json,1,5,16,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide50,Lecture 13\Slide50.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide8,Lecture 13\Slide8.json,1,5,15,0,1,0,0,0.0,0.0,0.0
Lecture 13,Slide9,Lecture 13\Slide9.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide1,Lecture 14\Slide1.json,1,5,15,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide10,Lecture 14\Slide10.json,1,5,16,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide13,Lecture 14\Slide13.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide19,Lecture 14\Slide19.json,1,5,23,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide29,Lecture 14\Slide29.json,1,5,19,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide39,Lecture 14\Slide39.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide50,Lecture 14\Slide50.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 14,Slide58,Lecture 14\Slide58.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 16,Slide1,Lecture 16\Slide1.json,1,5,18,0,1,0,0,0.0,0.0,0.0
Lecture 16,Slide23,Lecture 16\Slide23.json,1,5,18,0,1,0,0,0.0,0.0,0.0
Lecture 16,Slide33,Lecture 16\Slide33.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 16,Slide40,Lecture 16\Slide40.json,0,4,3,,1,0,,0.0,,0.0
Lecture 17,Slide16,Lecture 17\Slide16.json,1,5,14,0,1,0,0,0.0,0.0,0.0
Lecture 17,Slide18,Lecture 17\Slide18.json,1,5,24,0,1,0,0,0.0,0.0,0.0
Lecture 17,Slide34,Lecture 17\Slide34.json,1,5,19,0,1,0,0,0.0,0.0,0.0
Lecture 17,Slide50,Lecture 17\Slide50.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 17,Slide7,Lecture 17\Slide7.json,1,5,20,0,1,0,0,0.0,0.0,0.0
Lecture 17,Slide9,Lecture 17\Slide9.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 18,Slide1,Lecture 18\Slide1.json,1,5,16,0,1,0,0,0.0,0.0,0.0
Lecture 18,Slide19,Lecture 18\Slide19.json,1,5,11,0,1,0,0,0.0,0.0,0.0
Lecture 18,Slide2,Lecture 18\Slide2.json,1,5,29,0,1,0,0,0.0,0.0,0.0
Lecture 18,Slide23,Lecture 18\Slide23.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 18,Slide26,Lecture 18\Slide26.json,1,5,16,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide10,Lecture 19\Slide10.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide2,Lecture 19\Slide2.json,1,5,7,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide24,Lecture 19\Slide24.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide46,Lecture 19\Slide46.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide5,Lecture 19\Slide5.json,1,5,11,0,1,0,0,0.0,0.0,0.0
Lecture 19,Slide55,Lecture 19\Slide55.json,1,5,6,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide21,Lecture 2\Slide21.json,1,5,18,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide47,Lecture 2\Slide47.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide48,Lecture 2\Slide48.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide5,Lecture 2\Slide5.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide50,Lecture 2\Slide50.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 2,Slide8,Lecture 2\Slide8.json,1,5,29,0,1,0,0,0.0,0.0,0.0
Lecture 20,Slide8,Lecture 20\Slide8.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 21,Slide8,Lecture 21\Slide8.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 22,Slide12,Lecture 22\Slide12.json,1,5,13,0,1,0,0,0.0,0.0,0.0
Lecture 22,Slide2,Lecture 22\Slide2.json,1,5,13,0,1,0,0,0.0,0.0,0.0
Lecture 23,Slide1,Lecture 23\Slide1.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 23,Slide20,Lecture 23\Slide20.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 23,Slide33,Lecture 23\Slide33.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 23,Slide48,Lecture 23\Slide48.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide1,Lecture 3\Slide1.json,1,5,9,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide16,Lecture 3\Slide16.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide24,Lecture 3\Slide24.json,1,5,15,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide30,Lecture 3\Slide30.json,1,5,14,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide32,Lecture 3\Slide32.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide34,Lecture 3\Slide34.json,1,5,11,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide36,Lecture 3\Slide36.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide5,Lecture 3\Slide5.json,1,5,15,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide7,Lecture 3\Slide7.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 3,Slide8,Lecture 3\Slide8.json,1,5,17,0,1,0,0,0.0,0.0,0.0
Lecture 4,Slide3,Lecture 4\Slide3.json,1,5,16,0,1,0,0,0.0,0.0,0.0
Lecture 4,Slide39,Lecture 4\Slide39.json,1,5,21,0,1,0,0,0.0,0.0,0.0
Lecture 5,Slide13,Lecture 5\Slide13.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 5,Slide24,Lecture 5\Slide24.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 5,Slide29,Lecture 5\Slide29.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 5,Slide33,Lecture 5\Slide33.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 6,Slide11,Lecture 6\Slide11.json,1,5,3,0,1,0,0,0.0,0.0,0.0
Lecture 6,Slide42,Lecture 6\Slide42.json,1,5,7,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide18,Lecture 7\Slide18.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide19,Lecture 7\Slide19.json,1,5,10,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide2,Lecture 7\Slide2.json,1,5,8,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide21,Lecture 7\Slide21.json,1,5,23,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide25,Lecture 7\Slide25.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide32,Lecture 7\Slide32.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide41,Lecture 7\Slide41.json,1,5,22,0,1,0,0,0.0,0.0,0.0
Lecture 7,Slide5,Lecture 7\Slide5.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 8,Slide1,Lecture 8\Slide1.json,1,5,12,0,1,0,0,0.0,0.0,0.0
Lecture 8,Slide21,Lecture 8\Slide21.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 8,Slide29,Lecture 8\Slide29.json,1,5,4,0,1,0,0,0.0,0.0,0.0
